,n_iter,loss,acc,dataset
0,27,8.435106729432157,9.313225746154785e-10,train
1,41,7.921792155220395,0.0030476190476190477,val
2,53,8.21434724857772,0.0002479553222691777,train
3,80,6.930047424872901,0.016113400459516924,train
4,82,7.638735055923462,0.006857142857142857,val
5,106,6.450638040059193,7.630325857432881e-06,train
6,123,6.548894053413754,0.009142857142857144,val
7,133,6.450212909094317,3.874345793577864e-06,train
8,159,6.39791024556225,0.04687893485266065,train
9,164,6.22429541179112,0.01219047619047619,val
10,186,6.033858215223128,0.0315018305702815,train
11,205,5.990358965737479,0.022857142857142857,val
12,212,6.330511692190652,0.01562505960532701,train
13,238,5.724961077008752,0.07886523102934012,train
14,246,5.803686187380836,0.025523809523809525,val
15,265,5.798604449326337,0.0007362971375678437,train
16,287,5.586216256732032,0.029333333333333333,val
17,291,5.580009663936933,0.047374726287678526,train
18,318,5.497187471486553,0.04737091252241754,train
19,328,5.486471085321336,0.03504761904761905,val
20,344,5.606215909908433,0.03125775051081103,train
21,369,5.413139411381313,0.038857142857142854,val
22,371,5.633721354106036,0.031509401276714755,train
23,397,5.405884335797674,0.031265320286383624,train
24,410,5.339620624269758,0.037333333333333336,val
25,424,5.456928354620207,0.031505945197302876,train
26,450,5.400691442392022,0.0007401724146982072,train
27,451,5.233105500539144,0.047619047619047616,val
28,476,5.321657285795521,0.04785561937069721,train
29,492,5.1565842628479,0.04380952380952381,val
30,503,5.400085331428233,0.07887298340303439,train
31,529,5.234728545248241,0.06372845555620915,train
32,533,5.067814157122657,0.05028571428571429,val
33,556,5.104329354476074,0.06372851792617606,train
34,574,5.029321914627438,0.06095238095238095,val
35,582,5.377579833794447,0.01612496658550117,train
36,609,4.986697637132066,0.1101075429765076,train
37,615,5.026849076861427,0.05980952380952381,val
38,635,5.305907646007724,0.06372493792288514,train
39,656,4.9186302707308815,0.0678095238095238,val
40,661,5.194958324608976,0.09498245183341714,train
41,688,5.233635661925252,0.04786724508564084,train
42,697,4.998365788232713,0.06895238095238095,val
43,714,5.172230453391271,0.047386234656201676,train
44,738,4.867030189150856,0.06628571428571428,val
45,741,5.211170319616607,0.01710528708759918,train
46,767,4.575283860510456,0.04885507014229885,train
47,779,4.794346798033941,0.06857142857142857,val
48,794,4.861016956813005,0.031994049525121034,train
49,820,5.044588037234281,0.06326306337862453,train
50,820,4.909894602639334,0.07314285714285715,val
51,847,4.873951313193714,0.048104170783528244,train
52,861,4.752806640806652,0.07580952380952381,val
53,873,4.586711982608746,0.18922805976900037,train
54,899,4.963334920827026,0.07886147782939562,train
55,902,4.732601273627508,0.07695238095238095,val
56,926,5.022491162930395,0.04786718457878109,train
57,943,4.6338772887275335,0.09180952380952381,val
58,952,5.030832732225284,0.0322344992912566,train
59,979,4.7291953358415135,0.07913238751758589,train
60,984,4.522543362208775,0.09561904761904762,val
61,1005,4.377015297873635,0.12697607567090008,train
62,1025,4.598352040563311,0.10057142857142858,val
63,1032,4.56824768139098,0.07984960739966634,train
64,1058,4.398786458367626,0.1572572664015548,train
65,1066,4.416123095012846,0.11314285714285714,val
66,1085,4.614788048905492,0.09474605607239935,train
67,1107,4.748519846371242,0.10133333333333333,val
68,1111,4.739068042213961,0.0798723744826692,train
69,1137,4.374589811346101,0.12795306007594615,train
70,1148,4.5359767732166105,0.10895238095238095,val
71,1164,4.745366260741466,0.0954859285714354,train
72,1189,4.439526007288978,0.1260952380952381,val
73,1190,4.244225001423649,0.09525722742685645,train
74,1217,4.866016726811325,0.07912892958987128,train
75,1230,4.362091399374462,0.1321904761904762,val
76,1243,4.307219475861418,0.12722051616744806,train
77,1270,4.615143780224009,0.018585627010943136,train
78,1271,4.393918803759983,0.1219047619047619,val
79,1296,4.359344094107933,0.14164788382440135,train
80,1312,4.459516349292937,0.11466666666666667,val
81,1322,4.6797270274679965,0.11063427111641799,train
0,1349,4.270154554744488,0.15775735037668137,train
1,1353,4.246568753605797,0.14057142857142857,val
2,1375,4.908169522139135,0.0488628206105985,train
3,1394,4.176378096852984,0.15352380952380953,val
4,1402,4.748900244878542,0.08107818023044962,train
5,1428,4.4863104655718855,0.08010531039602899,train
6,1435,4.256940126419067,0.1340952380952381,val
7,1455,4.0570532223285385,0.1284646486765701,train
8,1476,4.19542688415164,0.14933333333333335,val
9,1481,4.248493491217442,0.1435821728842091,train
10,1508,4.122110313716827,0.11112261667111097,train
11,1517,4.110934984116327,0.16342857142857142,val
12,1534,4.174857777699661,0.14286889054577812,train
13,1558,4.089784491629827,0.1641904761904762,val
14,1560,4.0300338435620855,0.17483956292884578,train
15,1587,4.211892924287381,0.1582459892690985,train
16,1599,4.258410868190584,0.1382857142857143,val
17,1613,4.399993629573269,0.08012063260188035,train
18,1640,3.9693944231478464,0.14284951715949784,train
19,1640,4.145458312261672,0.1500952380952381,val
20,1666,4.114890853924477,0.12699182165970135,train
21,1681,4.037000326883225,0.18057142857142858,val
22,1693,3.851446149749355,0.15825326007602025,train
23,1719,4.101195016019293,0.15800542876427,train
24,1722,3.9889886549540927,0.1737142857142857,val
25,1746,3.946598253601114,0.17458809286908372,train
26,1763,3.885464304969424,0.1977142857142857,val
27,1772,3.868764825134677,0.14362038221092316,train
28,1798,3.984540402646094,0.12821299786746898,train
29,1804,3.9602285907382058,0.1977142857142857,val
30,1825,3.876896707990861,0.14555425307691006,train
31,1845,3.9252068485532488,0.1824761904761905,val
32,1851,3.4648536229049665,0.283741667083217,train
33,1878,3.860598558017678,0.17657502099045613,train
34,1886,3.8356977303822837,0.2060952380952381,val
35,1904,3.6824712339216554,0.14334173330558014,train
36,1927,3.7753323827471053,0.20114285714285715,val
37,1931,3.638995267945767,0.28350127882896875,train
38,1957,3.5892467721467205,0.2224510379056006,train
39,1968,3.885655164718628,0.19466666666666665,val
