,Unnamed: 0,n_iter,loss,acc,dataset
115,56.0,695,1.4060996770858765,0.515625,train
116,57.0,702,1.4979275465011597,0.46875,train
117,58.0,702,1.4656569242477415,0.4738,val
118,0.0,710,1.2963783740997314,0.5546875,train
119,1.0,717,1.3520090579986572,0.5390625,train
120,2.0,724,1.482540249824524,0.4609375,train
121,3.0,731,1.3360353708267212,0.5234375,train
122,4.0,738,1.4405579566955566,0.5390625,train
123,5.0,741,1.373220181465149,0.4932,val
124,6.0,745,1.2747516632080078,0.515625,train
125,7.0,752,1.5090621709823608,0.4375,train
126,8.0,759,1.385082125663757,0.4921875,train
127,9.0,766,1.5009500980377195,0.4765625,train
128,10.0,773,1.2568260431289673,0.5078125,train
129,11.0,780,1.3944780826568604,0.5390625,train
130,12.0,780,1.364508366584778,0.496,val
131,13.0,787,1.5474694967269895,0.3984375,train
132,14.0,794,1.323795199394226,0.5234375,train
133,15.0,801,1.4656184911727903,0.5390625,train
134,16.0,808,1.4341509342193604,0.515625,train
135,17.0,815,1.454836368560791,0.4296875,train
136,18.0,819,1.5374014377593994,0.4734,val
137,19.0,822,1.3395291566848757,0.4921875,train
138,20.0,829,1.432105541229248,0.4765625,train
139,21.0,836,1.3004333972930908,0.4921875,train
140,22.0,843,1.3661034107208252,0.5234375,train
141,23.0,850,1.2509092092514038,0.5390625,train
142,24.0,857,1.2871228456497192,0.5078125,train
143,25.0,858,1.4593607187271118,0.4758,val
144,26.0,864,1.4460450410842896,0.484375,train
145,27.0,871,1.215794324874878,0.515625,train
146,28.0,878,1.459169864654541,0.4921875,train
147,29.0,885,1.3858201503753662,0.484375,train
148,30.0,892,1.3410394191741943,0.5234375,train
149,31.0,897,1.4528012037277225,0.4782,val
150,32.0,899,1.4646644592285156,0.5234375,train
151,33.0,906,1.290465235710144,0.421875,train
152,34.0,913,1.2563906908035278,0.5546875,train
153,35.0,920,1.3902256488800049,0.5078125,train
154,36.0,927,1.398071050643921,0.4453125,train
155,37.0,934,1.2827980518341064,0.5546875,train
156,38.0,936,1.4225068807601928,0.4984,val
157,39.0,941,1.3457897901535034,0.5234375,train
158,40.0,948,1.3982183933258057,0.453125,train
159,41.0,955,1.3985681533813477,0.4375,train
160,42.0,962,1.258054256439209,0.5703125,train
161,43.0,969,1.277137041091919,0.5078125,train
162,44.0,975,1.467872714996338,0.481,val
163,45.0,976,1.3555190563201904,0.515625,train
164,46.0,983,1.331440806388855,0.5546875,train
165,47.0,990,1.200985550880432,0.5625,train
166,48.0,997,1.3824211359024048,0.5,train
167,49.0,1004,1.436686635017395,0.4375,train
168,50.0,1011,1.2840863466262815,0.5234375,train
169,51.0,1014,1.2297867774963378,0.5524,val
170,52.0,1018,1.2302886247634888,0.5078125,train
171,53.0,1025,1.4002631902694702,0.46875,train
172,54.0,1032,1.2949762344360352,0.5234375,train
173,55.0,1039,1.4044276475906372,0.5078125,train
174,56.0,1046,1.329634666442871,0.5234375,train
175,57.0,1053,1.3209919929504397,0.5390625,train
176,58.0,1053,1.319060468673706,0.5188,val
177,0.0,1061,1.3107866048812866,0.546875,train
178,1.0,1068,1.457234025001526,0.5078125,train
179,2.0,1075,1.2641466856002808,0.5234375,train
180,3.0,1082,1.2006590366363523,0.546875,train
181,4.0,1089,1.1432911157608032,0.578125,train
182,5.0,1092,1.2735586166381836,0.5478,val
183,6.0,1096,1.2720139026641846,0.5703125,train
184,7.0,1103,1.44079327583313,0.453125,train
185,8.0,1110,1.222710371017456,0.5390625,train
186,9.0,1117,1.189149022102356,0.5546875,train
187,10.0,1124,1.3577916622161863,0.4921875,train
188,11.0,1131,1.270632266998291,0.5703125,train
189,12.0,1131,1.405381965637207,0.5046,val
190,13.0,1138,1.0074734687805176,0.65625,train
191,14.0,1145,1.1505472660064695,0.578125,train
192,15.0,1152,1.1589882373809814,0.5859375,train
193,16.0,1159,1.3752219676971436,0.5234375,train
194,17.0,1166,1.2751842737197876,0.5390625,train
195,18.0,1170,1.319640874862671,0.5326,val
196,19.0,1173,1.021545171737671,0.640625,train
197,20.0,1180,1.1811916828155518,0.59375,train
198,21.0,1187,1.3749759197235107,0.4921875,train
199,22.0,1194,1.3807165622711182,0.4375,train
200,23.0,1201,1.1594940423965454,0.578125,train
201,24.0,1208,1.171687126159668,0.5859375,train
202,25.0,1209,1.1958378076553344,0.5678,val
203,26.0,1215,1.234256386756897,0.59375,train
204,27.0,1222,1.2140542268753052,0.5546875,train
205,28.0,1229,1.3187319040298462,0.546875,train
206,29.0,1236,1.4238672256469729,0.5234375,train
207,30.0,1243,1.3122808933258057,0.5546875,train
208,31.0,1248,1.1761585235595704,0.5784,val
209,32.0,1250,1.2172712087631226,0.578125,train
210,33.0,1257,1.3048969507217407,0.53125,train
211,34.0,1264,1.0802165269851685,0.6171875,train
212,35.0,1271,1.1110117435455322,0.609375,train
213,36.0,1278,1.166784167289734,0.5703125,train
214,37.0,1285,1.1974856853485107,0.5625,train
215,38.0,1287,1.2152400255203246,0.5624,val
216,39.0,1292,1.075514793395996,0.5859375,train
217,40.0,1299,1.15692138671875,0.609375,train
218,41.0,1306,1.2870991230010986,0.5625,train
219,42.0,1313,1.2669121026992798,0.53125,train
220,43.0,1320,1.1924816370010376,0.59375,train
221,44.0,1326,1.2080876111984251,0.57,val
222,45.0,1327,1.0185500383377075,0.640625,train
223,46.0,1334,1.147120237350464,0.5390625,train
224,47.0,1341,1.379062294960022,0.5078125,train
225,48.0,1348,1.0661851167678833,0.640625,train
226,49.0,1355,1.154088854789734,0.609375,train
227,50.0,1362,1.0670465230941772,0.578125,train
228,51.0,1365,1.1269882202148438,0.5956,val
229,52.0,1369,1.0975247621536257,0.6171875,train
230,53.0,1376,1.069241642951965,0.6328125,train
231,54.0,1383,1.088125705718994,0.59375,train
232,55.0,1390,1.2450155019760132,0.53125,train
233,56.0,1397,1.0377966165542605,0.6484375,train
234,57.0,1404,1.1789990663528442,0.59375,train
235,58.0,1404,1.5056964874267578,0.5168,val
236,0.0,1412,1.130648136138916,0.5703125,train
237,1.0,1419,1.041509032249451,0.6328125,train
238,2.0,1426,1.2758609056472778,0.5390625,train
239,3.0,1433,1.1898417472839355,0.59375,train
240,4.0,1440,1.1170697212219238,0.59375,train
241,5.0,1443,1.455509090423584,0.5328,val
242,6.0,1447,1.0890804529190063,0.59375,train
243,7.0,1454,1.281584858894348,0.5625,train
244,8.0,1461,1.186650037765503,0.546875,train
245,9.0,1468,1.101164698600769,0.6484375,train
246,10.0,1475,1.1810284852981567,0.59375,train
247,11.0,1482,1.2987823486328125,0.53125,train
248,12.0,1482,1.1255899906158446,0.5902,val
249,13.0,1489,1.2072385549545288,0.5625,train
250,14.0,1496,1.1807068586349487,0.5703125,train
251,15.0,1503,1.019718050956726,0.6640625,train
252,16.0,1510,1.1725561618804932,0.5546875,train
253,17.0,1517,1.0623202323913574,0.625,train
254,18.0,1521,1.216671872138977,0.5696,val
255,19.0,1524,1.0010347366333008,0.640625,train
256,20.0,1531,1.1167412996292114,0.578125,train
257,21.0,1538,1.2005562782287598,0.5390625,train
258,22.0,1545,1.160670518875122,0.5859375,train
259,23.0,1552,1.1833539009094238,0.6171875,train
260,24.0,1559,0.9846283793449402,0.59375,train
261,25.0,1560,1.1540887832641602,0.592,val
262,26.0,1566,1.2706161737442017,0.53125,train
263,27.0,1573,1.2352330684661863,0.5703125,train
264,28.0,1580,0.909004807472229,0.6796875,train
265,29.0,1587,1.124999761581421,0.6015625,train
266,30.0,1594,0.9998745322227478,0.6796875,train
267,31.0,1599,1.2295547246932983,0.5556,val
268,32.0,1601,1.1903501749038696,0.5859375,train
269,33.0,1608,1.2905473709106443,0.5,train
270,34.0,1615,1.0579806566238403,0.5703125,train
271,35.0,1622,1.1299622058868408,0.6015625,train
272,36.0,1629,1.1119328737258911,0.578125,train
273,37.0,1636,1.0657966136932373,0.6015625,train
274,38.0,1638,1.3983818769454956,0.5366,val
275,39.0,1643,1.1120867729187012,0.59375,train
276,40.0,1650,0.9667016267776488,0.6328125,train
277,41.0,1657,1.1912959814071655,0.5625,train
278,42.0,1664,1.12528395652771,0.6015625,train
279,43.0,1671,1.1849207878112793,0.546875,train
280,44.0,1677,1.0664097547531128,0.618,val
281,45.0,1678,0.9911544919013976,0.625,train
282,46.0,1685,1.1292041540145874,0.6328125,train
283,47.0,1692,1.0032899379730225,0.6328125,train
284,48.0,1699,0.9989936351776124,0.6015625,train
285,49.0,1706,1.0476919412612915,0.6484375,train
286,50.0,1713,1.1093305349349976,0.578125,train
287,51.0,1716,1.3934352159500123,0.522,val
288,52.0,1720,0.9900305271148682,0.6796875,train
289,53.0,1727,1.228713035583496,0.578125,train
290,54.0,1734,1.177677869796753,0.5859375,train
291,55.0,1741,1.2456557750701904,0.5390625,train
292,56.0,1748,1.069212555885315,0.640625,train
293,57.0,1755,1.0256365537643433,0.640625,train
294,58.0,1755,1.1309724569320678,0.6036,val
295,0.0,1763,1.1209698915481567,0.546875,train
296,1.0,1770,1.1081886291503906,0.6328125,train
297,2.0,1777,1.1327006816864014,0.6484375,train
298,3.0,1784,1.1422325372695925,0.578125,train
299,4.0,1791,1.260135054588318,0.5390625,train
300,5.0,1794,1.1426290273666382,0.6064,val
301,6.0,1798,0.9624723196029664,0.6796875,train
302,7.0,1805,1.057681679725647,0.65625,train
303,8.0,1812,1.1984647512435913,0.59375,train
304,9.0,1819,0.9869305491447448,0.6796875,train
305,10.0,1826,0.931175947189331,0.5859375,train
306,11.0,1833,0.9925997853279114,0.609375,train
307,12.0,1833,1.1814252614974976,0.5846,val
308,13.0,1840,1.119288682937622,0.6015625,train
309,14.0,1847,1.118936538696289,0.59375,train
310,15.0,1854,1.039767146110535,0.6171875,train
311,16.0,1861,1.079887866973877,0.59375,train
312,17.0,1868,1.1159181594848633,0.515625,train
313,18.0,1872,1.3203070878982544,0.5312,val
314,19.0,1875,1.0952489376068115,0.59375,train
315,20.0,1882,0.8677597045898438,0.6953125,train
316,21.0,1889,1.114669919013977,0.625,train
317,22.0,1896,1.1712220907211304,0.625,train
318,23.0,1903,1.08588445186615,0.6484375,train
319,24.0,1910,1.0506027936935425,0.5859375,train
320,25.0,1911,1.3227375984191894,0.5636,val
321,26.0,1917,1.1519193649291992,0.6484375,train
322,27.0,1924,1.1376347541809082,0.6171875,train
323,28.0,1931,1.0396809577941897,0.6171875,train
324,29.0,1938,1.1619629859924316,0.5390625,train
325,30.0,1945,1.0636857748031616,0.625,train
326,31.0,1950,1.0830498456954956,0.6088,val
327,32.0,1952,0.9669082164764404,0.6640625,train
328,33.0,1959,1.01349675655365,0.6640625,train
329,34.0,1966,1.081476807594299,0.6171875,train
330,35.0,1973,0.926103174686432,0.59375,train
331,36.0,1980,1.083593487739563,0.578125,train
332,37.0,1987,0.9356210827827454,0.6875,train
333,38.0,1989,1.1885261297225953,0.5886,val
334,39.0,1994,0.9018588662147522,0.671875,train
335,40.0,2001,1.02666437625885,0.6171875,train
336,41.0,2008,1.1612225770950315,0.640625,train
337,42.0,2015,0.9577683806419371,0.6640625,train
338,43.0,2022,1.2354187965393066,0.53125,train
339,44.0,2028,1.2465534687042237,0.5806,val
340,45.0,2029,1.178952693939209,0.4921875,train
341,46.0,2036,1.120990514755249,0.59375,train
342,47.0,2043,1.046083927154541,0.609375,train
343,48.0,2050,1.1429208517074585,0.5625,train
344,49.0,2057,1.0334298610687256,0.6171875,train
345,50.0,2064,1.0977842807769775,0.609375,train
346,51.0,2067,1.0159279346466064,0.6376,val
347,52.0,2071,1.203548550605774,0.5625,train
348,53.0,2078,1.1771161556243896,0.59375,train
349,54.0,2085,1.2881882190704346,0.515625,train
350,55.0,2092,1.066115379333496,0.6328125,train
351,56.0,2099,1.2065181732177734,0.59375,train
352,57.0,2106,1.0142520666122437,0.6328125,train
353,58.0,2106,1.0820559740066529,0.6206,val
354,0.0,2114,0.9948061108589172,0.6640625,train
355,1.0,2121,1.0903717279434204,0.6171875,train
356,2.0,2128,1.0073792934417725,0.625,train
357,3.0,2135,1.0450512170791626,0.625,train
358,4.0,2142,0.9485342502593994,0.640625,train
359,5.0,2145,1.0940451860427856,0.6176,val
360,6.0,2149,0.9126333594322203,0.703125,train
361,7.0,2156,1.0762346982955933,0.6171875,train
362,8.0,2163,0.8390854001045227,0.6796875,train
363,9.0,2170,1.042201280593872,0.65625,train
364,10.0,2177,0.9974045753479004,0.65625,train
365,11.0,2184,1.056872844696045,0.625,train
366,12.0,2184,1.0875908374786376,0.6268,val
367,13.0,2191,1.0716687440872192,0.6171875,train
368,14.0,2198,0.9498453736305236,0.625,train
369,15.0,2205,1.0039643049240112,0.6953125,train
370,16.0,2212,1.210248351097107,0.609375,train
371,17.0,2219,0.9337009191513062,0.6640625,train
372,18.0,2223,1.2471068382263184,0.574,val
373,19.0,2226,0.9492820501327516,0.640625,train
374,20.0,2233,1.0143579244613647,0.6171875,train
375,21.0,2240,1.1336281299591064,0.578125,train
376,22.0,2247,1.091478705406189,0.6015625,train
377,23.0,2254,1.011165738105774,0.65625,train
378,24.0,2261,1.0244427919387815,0.625,train
379,25.0,2262,0.9980908155441284,0.6438,val
380,26.0,2268,0.9646550416946412,0.703125,train
381,27.0,2275,0.9302147626876832,0.6484375,train
382,28.0,2282,0.8370984792709351,0.734375,train
383,29.0,2289,0.931801736354828,0.640625,train
384,30.0,2296,1.012911319732666,0.6328125,train
385,31.0,2301,1.1206307888031006,0.618,val
386,32.0,2303,0.9752197861671448,0.6328125,train
387,33.0,2310,0.937445104122162,0.6953125,train
388,34.0,2317,0.9450070858001708,0.671875,train
389,35.0,2324,0.970035195350647,0.609375,train
390,36.0,2331,0.9457585215568542,0.6484375,train
391,37.0,2338,1.0587083101272583,0.59375,train
392,38.0,2340,1.346512246131897,0.55,val
393,39.0,2345,1.0118093490600586,0.6015625,train
394,40.0,2352,0.9039809703826904,0.65625,train
395,41.0,2359,0.9902509450912476,0.6796875,train
396,42.0,2366,1.1403831243515017,0.640625,train
397,43.0,2373,0.849717378616333,0.6796875,train
398,44.0,2379,1.141332221031189,0.6054,val
399,45.0,2380,0.9235674738883972,0.703125,train
400,46.0,2387,1.078596591949463,0.578125,train
401,47.0,2394,0.8430050611495972,0.71875,train
402,48.0,2401,0.9532470703125,0.6953125,train
403,49.0,2408,0.8772321343421936,0.65625,train
404,50.0,2415,1.0602929592132568,0.609375,train
405,51.0,2418,0.9438790559768676,0.6706,val
406,52.0,2422,1.0006909370422363,0.6640625,train
407,53.0,2429,0.8108517527580261,0.71875,train
408,54.0,2436,0.9004696607589722,0.71875,train
409,55.0,2443,1.0474107265472412,0.609375,train
410,56.0,2450,0.7899085283279419,0.6953125,train
411,57.0,2457,0.9674848914146424,0.625,train
412,58.0,2457,1.5551578521728515,0.5208,val
413,0.0,2465,0.9255292415618896,0.6640625,train
414,1.0,2472,0.8174906969070435,0.734375,train
415,2.0,2479,0.9376857876777648,0.703125,train
416,3.0,2486,0.985376238822937,0.671875,train
417,4.0,2493,0.8714896440505981,0.6484375,train
418,5.0,2496,1.0278308510780334,0.6494,val
419,6.0,2500,0.9382207989692688,0.6171875,train
420,7.0,2507,0.9588088989257812,0.6796875,train
421,8.0,2514,1.047365665435791,0.6484375,train
422,9.0,2521,0.9552667140960692,0.703125,train
423,10.0,2528,0.9132534861564636,0.7109375,train
424,11.0,2535,0.8462674617767334,0.6875,train
425,12.0,2535,1.1492299795150758,0.6168,val
426,13.0,2542,0.9146299958229064,0.6640625,train
427,14.0,2549,1.1809899806976318,0.546875,train
428,15.0,2556,0.9570767283439636,0.65625,train
429,16.0,2563,0.9387173652648926,0.6796875,train
430,17.0,2570,1.254610300064087,0.59375,train
431,18.0,2574,0.9230705022811888,0.6746,val
432,19.0,2577,0.9375265836715698,0.6796875,train
433,20.0,2584,1.0401005744934082,0.6484375,train
434,21.0,2591,0.9483906626701356,0.6484375,train
435,22.0,2598,0.9933187961578368,0.65625,train
436,23.0,2605,1.2367676496505735,0.609375,train
437,24.0,2612,0.9143632054328918,0.6640625,train
438,25.0,2613,1.0189666748046875,0.6538,val
439,26.0,2619,0.9199562072753906,0.6953125,train
440,27.0,2626,0.7660667300224304,0.734375,train
441,28.0,2633,0.785078227519989,0.7265625,train
442,29.0,2640,0.776948869228363,0.7421875,train
443,30.0,2647,0.941576898097992,0.6484375,train
444,31.0,2652,1.0718709707260132,0.6314,val
445,32.0,2654,0.8439575433731079,0.6875,train
446,33.0,2661,0.8264014720916748,0.671875,train
447,34.0,2668,1.0685933828353882,0.6171875,train
448,35.0,2675,0.8308789134025574,0.671875,train
449,36.0,2682,0.9093986749649048,0.6953125,train
450,37.0,2689,0.8983604907989502,0.6796875,train
451,38.0,2691,0.9608881354331972,0.6556,val
452,39.0,2696,1.0270503759384155,0.578125,train
453,40.0,2703,0.9593720436096193,0.640625,train
454,41.0,2710,1.0262088775634766,0.625,train
455,42.0,2717,1.1056580543518066,0.5859375,train
456,43.0,2724,0.8779968023300171,0.65625,train
457,44.0,2730,1.1127012968063354,0.6178,val
458,45.0,2731,0.986603617668152,0.6484375,train
459,46.0,2738,1.0505523681640625,0.65625,train
460,47.0,2745,0.9570347666740416,0.609375,train
461,48.0,2752,0.8544043898582458,0.71875,train
462,49.0,2759,0.8101786971092224,0.7265625,train
463,50.0,2766,0.8362774848937988,0.6640625,train
464,51.0,2769,0.8925799489021301,0.6888,val
465,52.0,2773,1.0183210372924805,0.6328125,train
466,53.0,2780,0.8731461763381958,0.6796875,train
467,54.0,2787,0.7309762835502625,0.734375,train
468,55.0,2794,0.8255928754806519,0.703125,train
469,56.0,2801,0.8982287645339966,0.6953125,train
470,57.0,2808,0.7858090996742249,0.703125,train
471,58.0,2808,0.9484285712242126,0.6658,val
472,0.0,2816,1.0306198596954346,0.6484375,train
473,1.0,2823,1.0082120895385742,0.640625,train
474,2.0,2830,0.9101630449295044,0.7109375,train
475,3.0,2837,0.8768216371536255,0.671875,train
476,4.0,2844,0.9400513172149658,0.640625,train
477,5.0,2847,0.9724016904830932,0.6494,val
478,6.0,2851,0.8911310434341431,0.7109375,train
479,7.0,2858,0.9128372669219972,0.640625,train
480,8.0,2865,0.8973997831344604,0.65625,train
481,9.0,2872,0.8243091702461243,0.7265625,train
482,10.0,2879,0.8205994367599487,0.71875,train
483,11.0,2886,0.9640934467315674,0.625,train
484,12.0,2886,0.85433908700943,0.6954,val
485,13.0,2893,0.9750962257385254,0.65625,train
486,14.0,2900,1.0393681526184082,0.6328125,train
487,15.0,2907,0.8914750218391418,0.6875,train
488,16.0,2914,0.7958546280860901,0.6796875,train
489,17.0,2921,0.8819019198417664,0.6640625,train
490,18.0,2925,0.92874253988266,0.6776,val
491,19.0,2928,0.9839702248573304,0.6328125,train
492,20.0,2935,0.9180825352668762,0.671875,train
493,21.0,2942,0.9038678407669068,0.65625,train
494,22.0,2949,0.9075088500976562,0.6796875,train
495,23.0,2956,0.9891671538352966,0.65625,train
496,24.0,2963,0.9849295616149902,0.609375,train
497,25.0,2964,0.9422659873962402,0.6758,val
498,26.0,2970,0.7882488369941711,0.7421875,train
499,27.0,2977,0.7987693548202515,0.78125,train
500,28.0,2984,0.8868705034255981,0.6953125,train
501,29.0,2991,1.0319141149520874,0.6484375,train
502,30.0,2998,0.9774565696716307,0.625,train
503,31.0,3003,1.1134676694869996,0.6214,val
504,32.0,3005,1.0625758171081543,0.6328125,train
505,33.0,3012,0.8120436072349548,0.75,train
506,34.0,3019,0.886468768119812,0.6875,train
507,35.0,3026,1.07863450050354,0.5625,train
508,36.0,3033,0.8962552547454834,0.703125,train
509,37.0,3040,0.8744643926620483,0.703125,train
510,38.0,3042,1.0680922031402589,0.647,val
511,39.0,3047,0.9780845642089844,0.6640625,train
512,40.0,3054,0.8292402625083923,0.7109375,train
513,41.0,3061,0.7749748229980469,0.6953125,train
514,42.0,3068,1.019847393035889,0.625,train
515,43.0,3075,0.8513004183769226,0.671875,train
516,44.0,3081,0.9259389162063598,0.6738,val
517,45.0,3082,0.7615345120429993,0.765625,train
518,46.0,3089,0.9016838073730468,0.671875,train
519,47.0,3096,0.9562669396400452,0.6484375,train
520,48.0,3103,0.8384004235267639,0.7578125,train
521,49.0,3110,0.8353155851364136,0.703125,train
522,50.0,3117,0.9810020923614502,0.6484375,train
523,51.0,3120,1.0785625219345092,0.6134,val
524,52.0,3124,0.8266834616661072,0.6875,train
525,53.0,3131,0.8410838842391968,0.734375,train
526,54.0,3138,0.6730585098266602,0.796875,train
527,55.0,3145,0.780498743057251,0.75,train
528,56.0,3152,0.8478979468345642,0.6953125,train
529,57.0,3159,0.954562783241272,0.65625,train
530,58.0,3159,0.997369372844696,0.6632,val
531,0.0,3167,0.8258723616600037,0.703125,train
532,1.0,3174,0.9027477502822876,0.6875,train
533,2.0,3181,0.8299811482429504,0.7265625,train
534,3.0,3188,0.7928339242935181,0.71875,train
535,4.0,3195,0.9928157925605774,0.6328125,train
536,5.0,3198,1.015868890285492,0.646,val
537,6.0,3202,0.7634015083312988,0.703125,train
538,7.0,3209,0.852923572063446,0.7109375,train
539,8.0,3216,0.8654313087463379,0.7109375,train
540,9.0,3223,0.9092020392417908,0.6875,train
541,10.0,3230,0.9641519784927368,0.640625,train
542,11.0,3237,0.78037428855896,0.7265625,train
543,12.0,3237,1.0743770360946656,0.6378,val
544,13.0,3244,0.8450164794921875,0.671875,train
545,14.0,3251,0.6714006662368774,0.7421875,train
546,15.0,3258,0.9672155976295472,0.6953125,train
547,16.0,3265,0.8943843841552734,0.6328125,train
548,17.0,3272,0.8201679587364197,0.7421875,train
549,18.0,3276,1.1361544847488405,0.6102,val
550,19.0,3279,0.7661224603652954,0.75,train
551,20.0,3286,0.8359163403511047,0.734375,train
552,21.0,3293,0.7911052107810974,0.7265625,train
553,22.0,3300,0.782493531703949,0.7109375,train
554,23.0,3307,0.9427014589309692,0.6484375,train
555,24.0,3314,0.8909205198287964,0.6640625,train
556,25.0,3315,0.8612707495689392,0.7078,val
557,26.0,3321,0.9483277201652528,0.671875,train
558,27.0,3328,0.8560253977775574,0.671875,train
559,28.0,3335,0.9522223472595216,0.671875,train
560,29.0,3342,0.8330287933349609,0.703125,train
561,30.0,3349,0.8231377601623535,0.7265625,train
