,Unnamed: 0,n_iter,loss,acc,dataset
68,9.0,415,2.040114641189575,0.21875,train
69,10.0,422,2.0918426513671875,0.203125,train
70,11.0,429,2.081559896469116,0.234375,train
71,12.0,429,2.092971992492676,0.2196,val
72,13.0,436,2.081573724746704,0.1640625,train
73,14.0,443,2.049191474914551,0.2265625,train
74,15.0,450,2.036635637283325,0.265625,train
75,16.0,457,2.050065279006958,0.203125,train
76,17.0,464,2.0179216861724854,0.265625,train
77,18.0,468,2.033549451828003,0.2404,val
78,19.0,471,2.0150270462036133,0.234375,train
79,20.0,478,2.1071901321411133,0.234375,train
80,21.0,485,2.046459436416626,0.21875,train
81,22.0,492,2.0199790000915527,0.2265625,train
82,23.0,499,2.131354570388794,0.2265625,train
83,24.0,506,2.0850977897644043,0.2578125,train
84,25.0,507,1.9958232164382932,0.248,val
85,26.0,513,2.0639004707336426,0.203125,train
86,27.0,520,2.001011371612549,0.2109375,train
87,28.0,527,1.94372832775116,0.2734375,train
88,29.0,534,1.9261438846588133,0.2421875,train
89,30.0,541,2.037192821502685,0.2734375,train
90,31.0,546,2.126071643829346,0.2238,val
91,32.0,548,2.068450689315796,0.203125,train
92,33.0,555,2.080493450164795,0.2890625,train
93,34.0,562,2.0655341148376465,0.234375,train
94,35.0,569,2.0818872451782227,0.171875,train
95,36.0,576,1.9294201135635376,0.2734375,train
96,37.0,583,2.06034517288208,0.2109375,train
97,38.0,585,1.960489916801453,0.2596,val
98,39.0,590,1.983209013938904,0.2421875,train
99,40.0,597,2.0549092292785645,0.1796875,train
100,41.0,604,1.955566644668579,0.296875,train
101,42.0,611,1.968678593635559,0.296875,train
102,43.0,618,1.93338406085968,0.203125,train
103,44.0,624,1.9330347776412964,0.259,val
104,45.0,625,1.984921097755432,0.21875,train
105,46.0,632,1.8256489038467407,0.34375,train
106,47.0,639,1.9911725521087649,0.2265625,train
107,48.0,646,2.039341449737549,0.171875,train
108,49.0,653,1.9258447885513303,0.265625,train
109,50.0,660,1.8675442934036253,0.3515625,train
110,51.0,663,1.9050925970077517,0.2778,val
111,52.0,667,1.7904603481292725,0.3046875,train
112,53.0,674,1.8638157844543457,0.2890625,train
113,54.0,681,1.9401124715805051,0.2578125,train
114,55.0,688,1.9322550296783447,0.2734375,train
115,56.0,695,2.002894639968872,0.2890625,train
116,57.0,702,1.9518051147460935,0.1953125,train
117,58.0,702,1.9327332258224488,0.2726,val
118,0.0,710,2.0057544708251958,0.1953125,train
119,1.0,717,1.8043338060379028,0.328125,train
120,2.0,724,1.9762687683105469,0.28125,train
121,3.0,731,2.032022476196289,0.25,train
122,4.0,738,1.908522129058838,0.3203125,train
123,5.0,741,1.8966439962387085,0.2784,val
124,6.0,745,1.8620306253433228,0.296875,train
125,7.0,752,1.8878382444381716,0.28125,train
126,8.0,759,1.9501157999038696,0.2109375,train
127,9.0,766,1.9438097476959229,0.28125,train
128,10.0,773,1.929274559020996,0.28125,train
129,11.0,780,1.964860200881958,0.1875,train
130,12.0,780,1.8793994665145877,0.286,val
131,13.0,787,1.9260103702545168,0.28125,train
132,14.0,794,1.834477186203003,0.265625,train
133,15.0,801,2.099993705749512,0.234375,train
134,16.0,808,1.8151253461837769,0.2734375,train
135,17.0,815,1.988280653953552,0.2734375,train
136,18.0,819,1.9454978466033936,0.2744,val
137,19.0,822,1.874616861343384,0.296875,train
138,20.0,829,1.7605843544006348,0.3359375,train
139,21.0,836,1.7568498849868774,0.25,train
140,22.0,843,2.014892578125,0.2578125,train
141,23.0,850,1.835126876831055,0.3203125,train
142,24.0,857,1.9057376384735107,0.2578125,train
143,25.0,858,2.1024946689605715,0.2674,val
144,26.0,864,1.962611436843872,0.234375,train
145,27.0,871,1.7246326208114624,0.359375,train
146,28.0,878,1.7729496955871582,0.34375,train
147,29.0,885,1.8610122203826904,0.328125,train
148,30.0,892,1.8195927143096924,0.2734375,train
149,31.0,897,1.8085076570510863,0.3106,val
150,32.0,899,1.832524538040161,0.3125,train
151,33.0,906,1.7795734405517578,0.296875,train
152,34.0,913,1.7793647050857544,0.3203125,train
153,35.0,920,1.9834290742874143,0.2578125,train
154,36.0,927,1.901567816734314,0.234375,train
155,37.0,934,1.8558729887008667,0.3125,train
156,38.0,936,1.8008957862854005,0.3186,val
157,39.0,941,1.8883118629455569,0.296875,train
158,40.0,948,1.9117134809494016,0.2734375,train
159,41.0,955,1.8332135677337649,0.2890625,train
160,42.0,962,1.799588918685913,0.2890625,train
161,43.0,969,1.8087116479873655,0.359375,train
162,44.0,975,2.075142669677734,0.2844,val
163,45.0,976,1.8731108903884888,0.328125,train
164,46.0,983,1.800115942955017,0.28125,train
165,47.0,990,1.829617261886597,0.3203125,train
166,48.0,997,1.9447951316833496,0.296875,train
167,49.0,1004,1.791798114776611,0.3671875,train
168,50.0,1011,1.7577238082885742,0.3203125,train
169,51.0,1014,1.8633106470108032,0.3014,val
170,52.0,1018,1.8385320901870728,0.2265625,train
171,53.0,1025,1.6929383277893066,0.359375,train
172,54.0,1032,1.786489725112915,0.2890625,train
173,55.0,1039,1.732085347175598,0.3359375,train
174,56.0,1046,1.681110143661499,0.3984375,train
175,57.0,1053,1.880673885345459,0.2890625,train
176,58.0,1053,1.8177715301513675,0.3338,val
177,0.0,1061,1.7898482084274292,0.3125,train
178,1.0,1068,1.8777756690979004,0.3671875,train
179,2.0,1075,1.989988088607788,0.3046875,train
180,3.0,1082,1.6777622699737549,0.453125,train
181,4.0,1089,1.884758710861206,0.3046875,train
182,5.0,1092,1.7017004489898682,0.3612,val
183,6.0,1096,1.8301249742507932,0.3125,train
184,7.0,1103,1.665473222732544,0.3203125,train
185,8.0,1110,1.7173504829406738,0.28125,train
186,9.0,1117,1.6358628273010254,0.3671875,train
187,10.0,1124,1.7710061073303225,0.34375,train
188,11.0,1131,1.6352031230926514,0.359375,train
189,12.0,1131,1.9787938356399537,0.3276,val
190,13.0,1138,1.7658735513687134,0.2890625,train
191,14.0,1145,1.8478925228118896,0.3046875,train
192,15.0,1152,1.7617796659469604,0.359375,train
193,16.0,1159,1.8419568538665767,0.34375,train
194,17.0,1166,1.707906723022461,0.3671875,train
195,18.0,1170,1.6432717084884645,0.3772,val
196,19.0,1173,1.603053092956543,0.3984375,train
197,20.0,1180,1.6059623956680298,0.3828125,train
198,21.0,1187,1.6364200115203855,0.4296875,train
199,22.0,1194,1.697192907333374,0.3828125,train
200,23.0,1201,1.6072981357574463,0.3515625,train
201,24.0,1208,1.6499052047729492,0.3515625,train
202,25.0,1209,1.9046257495880128,0.3414,val
203,26.0,1215,1.7827131748199463,0.40625,train
204,27.0,1222,1.7687852382659912,0.3828125,train
205,28.0,1229,1.7103993892669678,0.3203125,train
206,29.0,1236,1.597963809967041,0.3984375,train
207,30.0,1243,1.6814767122268677,0.328125,train
208,31.0,1248,1.6286790370941162,0.4034,val
209,32.0,1250,1.673761010169983,0.4296875,train
210,33.0,1257,1.800518274307251,0.3359375,train
211,34.0,1264,1.527626395225525,0.453125,train
212,35.0,1271,1.6542545557022097,0.34375,train
213,36.0,1278,1.549093246459961,0.46875,train
214,37.0,1285,1.7907322645187378,0.3046875,train
215,38.0,1287,1.6125473976135254,0.405,val
216,39.0,1292,1.8104373216629028,0.3671875,train
217,40.0,1299,1.6644829511642456,0.4140625,train
218,41.0,1306,1.762109637260437,0.328125,train
219,42.0,1313,1.6750373840332031,0.3984375,train
220,43.0,1320,1.5709588527679443,0.3984375,train
221,44.0,1326,1.5973318338394165,0.4028,val
222,45.0,1327,1.4751006364822388,0.4765625,train
223,46.0,1334,1.5878663063049316,0.4140625,train
224,47.0,1341,1.5772570371627808,0.4453125,train
225,48.0,1348,1.727524757385254,0.375,train
226,49.0,1355,1.5416327714920044,0.5078125,train
227,50.0,1362,1.6777241230010986,0.40625,train
228,51.0,1365,1.698018741607666,0.3944,val
229,52.0,1369,1.713148593902588,0.3359375,train
230,53.0,1376,1.5817853212356567,0.375,train
231,54.0,1383,1.516006588935852,0.4140625,train
232,55.0,1390,1.4670947790145874,0.3828125,train
233,56.0,1397,1.5897305011749268,0.4375,train
234,57.0,1404,1.6110625267028809,0.40625,train
235,58.0,1404,1.5683008432388306,0.4072,val
236,0.0,1412,1.661741018295288,0.3359375,train
237,1.0,1419,1.655343532562256,0.390625,train
238,2.0,1426,1.6645201444625854,0.3828125,train
239,3.0,1433,1.432681918144226,0.4609375,train
240,4.0,1440,1.557443141937256,0.4375,train
241,5.0,1443,1.5760270833969117,0.4226,val
242,6.0,1447,1.7475619316101074,0.3203125,train
243,7.0,1454,1.5764358043670654,0.421875,train
244,8.0,1461,1.897166728973389,0.3515625,train
245,9.0,1468,1.6198039054870603,0.328125,train
246,10.0,1475,1.7181110382080078,0.359375,train
247,11.0,1482,1.5468385219573977,0.375,train
248,12.0,1482,1.5128584384918211,0.4378,val
249,13.0,1489,1.5920459032058716,0.3515625,train
250,14.0,1496,1.5138096809387207,0.4375,train
251,15.0,1503,1.5178062915802002,0.4453125,train
252,16.0,1510,1.5432904958724976,0.4140625,train
253,17.0,1517,1.5586342811584473,0.421875,train
254,18.0,1521,1.563382863998413,0.416,val
255,19.0,1524,1.6160781383514404,0.375,train
256,20.0,1531,1.5210695266723633,0.421875,train
257,21.0,1538,1.6292184591293335,0.375,train
258,22.0,1545,1.562522292137146,0.421875,train
259,23.0,1552,1.5638022422790527,0.4609375,train
260,24.0,1559,1.5028916597366333,0.421875,train
261,25.0,1560,1.517377853393555,0.432,val
262,26.0,1566,1.659775733947754,0.3671875,train
263,27.0,1573,1.6243681907653809,0.3828125,train
264,28.0,1580,1.483293056488037,0.4375,train
265,29.0,1587,1.5767728090286257,0.453125,train
266,30.0,1594,1.5340505838394165,0.3984375,train
267,31.0,1599,1.6431314468383789,0.4128,val
268,32.0,1601,1.4407111406326294,0.484375,train
269,33.0,1608,1.377596139907837,0.5078125,train
270,34.0,1615,1.6295446157455444,0.390625,train
271,35.0,1622,1.5541094541549685,0.4140625,train
272,36.0,1629,1.5037007331848145,0.3984375,train
273,37.0,1636,1.425773024559021,0.4453125,train
274,38.0,1638,1.4511826992034913,0.473,val
275,39.0,1643,1.6700574159622192,0.3671875,train
276,40.0,1650,1.342411994934082,0.5234375,train
277,41.0,1657,1.256627321243286,0.5078125,train
278,42.0,1664,1.3807966709136963,0.5,train
279,43.0,1671,1.5375041961669922,0.3359375,train
280,44.0,1677,1.45858473777771,0.4674,val
281,45.0,1678,1.5719492435455322,0.3828125,train
282,46.0,1685,1.467895746231079,0.4453125,train
283,47.0,1692,1.518721103668213,0.46875,train
284,48.0,1699,1.5396934747695925,0.40625,train
285,49.0,1706,1.3784592151641846,0.4921875,train
286,50.0,1713,1.526898741722107,0.4375,train
287,51.0,1716,1.4766641139984131,0.4692,val
288,52.0,1720,1.3765493631362915,0.484375,train
289,53.0,1727,1.4679384231567385,0.4375,train
290,54.0,1734,1.460246443748474,0.46875,train
291,55.0,1741,1.450736165046692,0.4609375,train
292,56.0,1748,1.3259385824203491,0.53125,train
293,57.0,1755,1.6113358736038208,0.390625,train
294,58.0,1755,1.4976648807525634,0.4622,val
295,0.0,1763,1.371968150138855,0.4453125,train
296,1.0,1770,1.3543245792388916,0.515625,train
297,2.0,1777,1.5762639045715332,0.4375,train
298,3.0,1784,1.3179869651794434,0.5078125,train
299,4.0,1791,1.6114686727523804,0.453125,train
300,5.0,1794,1.4849597215652466,0.4676,val
301,6.0,1798,1.477425217628479,0.515625,train
302,7.0,1805,1.4379241466522217,0.4765625,train
303,8.0,1812,1.3878291845321655,0.4921875,train
304,9.0,1819,1.4249829053878784,0.421875,train
305,10.0,1826,1.5149602890014648,0.4296875,train
306,11.0,1833,1.353943109512329,0.4140625,train
307,12.0,1833,1.4209984064102172,0.485,val
308,13.0,1840,1.4583189487457275,0.46875,train
309,14.0,1847,1.3992128372192385,0.4375,train
310,15.0,1854,1.447762370109558,0.4921875,train
311,16.0,1861,1.397714614868164,0.4609375,train
312,17.0,1868,1.376160740852356,0.5078125,train
313,18.0,1872,1.4283105611801148,0.4832,val
314,19.0,1875,1.246327519416809,0.5703125,train
315,20.0,1882,1.499611735343933,0.4296875,train
316,21.0,1889,1.3179912567138672,0.5234375,train
317,22.0,1896,1.5597496032714844,0.453125,train
318,23.0,1903,1.3649908304214478,0.5078125,train
319,24.0,1910,1.2899092435836792,0.4609375,train
320,25.0,1911,1.3534208297729493,0.502,val
321,26.0,1917,1.384418487548828,0.484375,train
322,27.0,1924,1.3148130178451538,0.46875,train
323,28.0,1931,1.36860191822052,0.4609375,train
324,29.0,1938,1.219953536987305,0.5625,train
325,30.0,1945,1.3566005229949951,0.4921875,train
326,31.0,1950,1.3593147277832032,0.5026,val
327,32.0,1952,1.4699515104293823,0.4609375,train
328,33.0,1959,1.333598017692566,0.5078125,train
329,34.0,1966,1.3035012483596802,0.515625,train
330,35.0,1973,1.5421853065490725,0.4609375,train
331,36.0,1980,1.18177330493927,0.6015625,train
332,37.0,1987,1.3485236167907717,0.484375,train
333,38.0,1989,1.312527775764465,0.5236,val
334,39.0,1994,1.2548359632492063,0.546875,train
335,40.0,2001,1.5084964036941528,0.421875,train
336,41.0,2008,1.369462013244629,0.4765625,train
337,42.0,2015,1.427659273147583,0.4765625,train
338,43.0,2022,1.4154789447784424,0.4609375,train
339,44.0,2028,1.278976106643677,0.538,val
340,45.0,2029,1.3009289503097534,0.53125,train
341,46.0,2036,1.628536581993103,0.46875,train
342,47.0,2043,1.3727166652679443,0.5625,train
343,48.0,2050,1.368058443069458,0.515625,train
344,49.0,2057,1.2779499292373655,0.6015625,train
345,50.0,2064,1.3853070735931396,0.5078125,train
346,51.0,2067,1.257572245597839,0.5472,val
347,52.0,2071,1.304733157157898,0.5,train
348,53.0,2078,1.2611340284347534,0.5234375,train
349,54.0,2085,1.3461580276489258,0.4921875,train
350,55.0,2092,1.257925271987915,0.5703125,train
351,56.0,2099,1.342712163925171,0.4453125,train
352,57.0,2106,1.250445008277893,0.5546875,train
353,58.0,2106,1.2264983654022217,0.5434,val
354,0.0,2114,1.1208720207214355,0.53125,train
355,1.0,2121,1.4516990184783936,0.421875,train
356,2.0,2128,1.3030610084533691,0.5,train
357,3.0,2135,1.2624417543411257,0.5078125,train
358,4.0,2142,1.3794794082641602,0.53125,train
359,5.0,2145,1.288848948478699,0.5254,val
360,6.0,2149,1.171425700187683,0.5703125,train
361,7.0,2156,1.3808043003082275,0.5234375,train
362,8.0,2163,1.4037054777145386,0.4765625,train
363,9.0,2170,1.3287252187728882,0.5390625,train
364,10.0,2177,1.30722177028656,0.4921875,train
365,11.0,2184,1.2825127840042114,0.5625,train
366,12.0,2184,1.2346210479736328,0.5618,val
367,13.0,2191,1.392711520195007,0.5546875,train
368,14.0,2198,1.2719202041625977,0.5390625,train
369,15.0,2205,1.2444268465042114,0.5234375,train
370,16.0,2212,1.300373673439026,0.53125,train
371,17.0,2219,1.3756401538848877,0.4921875,train
372,18.0,2223,1.3129425764083862,0.5358,val
373,19.0,2226,1.3554612398147583,0.484375,train
374,20.0,2233,1.1563568115234375,0.5625,train
375,21.0,2240,1.359284520149231,0.4921875,train
376,22.0,2247,1.2582085132598877,0.5078125,train
377,23.0,2254,1.3261736631393433,0.5234375,train
378,24.0,2261,1.3534539937973022,0.5234375,train
379,25.0,2262,1.3311691284179688,0.5194,val
380,26.0,2268,1.2701324224472046,0.5078125,train
381,27.0,2275,1.2322593927383425,0.5703125,train
382,28.0,2282,1.1973648071289062,0.5625,train
383,29.0,2289,1.119448184967041,0.5625,train
384,30.0,2296,1.2077794075012207,0.578125,train
385,31.0,2301,1.2049545288085937,0.5622,val
386,32.0,2303,1.1598190069198608,0.5390625,train
387,33.0,2310,1.1630213260650637,0.5234375,train
388,34.0,2317,1.2302030324935913,0.5546875,train
389,35.0,2324,1.3976744413375854,0.5859375,train
390,36.0,2331,1.3331670761108398,0.53125,train
391,37.0,2338,1.1885586977005005,0.5859375,train
392,38.0,2340,1.2779107570648194,0.5434,val
393,39.0,2345,1.3737196922302246,0.5390625,train
394,40.0,2352,1.3159364461898804,0.53125,train
395,41.0,2359,1.1593592166900637,0.609375,train
396,42.0,2366,1.2518212795257568,0.5625,train
397,43.0,2373,1.5150606632232666,0.421875,train
398,44.0,2379,1.2291007041931152,0.5502,val
399,45.0,2380,1.1606544256210327,0.6015625,train
400,46.0,2387,1.224756360054016,0.5546875,train
401,47.0,2394,1.2929174900054932,0.5,train
402,48.0,2401,1.3822344541549685,0.46875,train
403,49.0,2408,1.354612112045288,0.4765625,train
404,50.0,2415,1.1189236640930176,0.5546875,train
405,51.0,2418,1.213815212249756,0.5596,val
406,52.0,2422,1.145841121673584,0.5625,train
407,53.0,2429,1.257968544960022,0.5703125,train
408,54.0,2436,1.2157131433486938,0.546875,train
409,55.0,2443,1.4133341312408447,0.4453125,train
410,56.0,2450,1.2066411972045898,0.546875,train
411,57.0,2457,1.1571907997131348,0.5859375,train
412,58.0,2457,1.1978381872177124,0.5678,val
413,0.0,2465,1.2984949350357056,0.4453125,train
414,1.0,2472,1.2868117094039917,0.5078125,train
415,2.0,2479,1.2428895235061646,0.5390625,train
416,3.0,2486,1.2662856578826904,0.578125,train
417,4.0,2493,1.2581504583358765,0.4921875,train
418,5.0,2496,1.152117705345154,0.5836,val
419,6.0,2500,1.268715262413025,0.53125,train
420,7.0,2507,1.0316858291625977,0.609375,train
421,8.0,2514,1.072733759880066,0.5625,train
422,9.0,2521,1.244120955467224,0.53125,train
423,10.0,2528,1.2491977214813232,0.5234375,train
424,11.0,2535,1.3227901458740234,0.5390625,train
425,12.0,2535,1.299384593963623,0.5292,val
426,13.0,2542,1.1462911367416382,0.53125,train
427,14.0,2549,1.2192474603652954,0.546875,train
428,15.0,2556,1.164684772491455,0.5546875,train
429,16.0,2563,1.127629041671753,0.6328125,train
430,17.0,2570,1.0626161098480225,0.6171875,train
431,18.0,2574,1.2365999221801758,0.5568,val
432,19.0,2577,1.056350827217102,0.6015625,train
433,20.0,2584,1.0182740688323977,0.609375,train
434,21.0,2591,1.2139167785644531,0.5703125,train
435,22.0,2598,1.2534562349319458,0.4921875,train
436,23.0,2605,1.195016860961914,0.5703125,train
437,24.0,2612,1.305957555770874,0.578125,train
438,25.0,2613,1.192409324645996,0.5626,val
439,26.0,2619,1.144113540649414,0.5390625,train
440,27.0,2626,1.1890805959701538,0.5703125,train
441,28.0,2633,1.122117280960083,0.6484375,train
442,29.0,2640,1.0445386171340942,0.625,train
443,30.0,2647,1.1435874700546265,0.6015625,train
444,31.0,2652,1.109439778327942,0.5936,val
445,32.0,2654,1.1733790636062622,0.5625,train
446,33.0,2661,1.146152377128601,0.5234375,train
447,34.0,2668,1.0041478872299194,0.6328125,train
448,35.0,2675,1.182116150856018,0.5234375,train
449,36.0,2682,1.237695574760437,0.546875,train
450,37.0,2689,1.3200501203536987,0.53125,train
451,38.0,2691,1.1095062732696532,0.5958,val
452,39.0,2696,1.0628007650375366,0.6640625,train
453,40.0,2703,1.1211581230163574,0.640625,train
454,41.0,2710,1.0366966724395752,0.6171875,train
455,42.0,2717,1.2065095901489258,0.546875,train
456,43.0,2724,1.2294328212738037,0.5078125,train
457,44.0,2730,1.3149744033813475,0.543,val
458,45.0,2731,1.2189009189605713,0.578125,train
459,46.0,2738,1.189197063446045,0.5703125,train
460,47.0,2745,1.0596965551376345,0.6484375,train
461,48.0,2752,1.10054612159729,0.609375,train
462,49.0,2759,1.091693639755249,0.6171875,train
463,50.0,2766,1.240830659866333,0.546875,train
464,51.0,2769,1.1225898265838623,0.5986,val
465,52.0,2773,1.070410132408142,0.609375,train
466,53.0,2780,1.1886321306228638,0.609375,train
467,54.0,2787,1.0873034000396729,0.578125,train
468,55.0,2794,1.145918607711792,0.59375,train
469,56.0,2801,1.0372205972671509,0.5859375,train
470,57.0,2808,0.9859663844108582,0.625,train
471,58.0,2808,1.0867449760437011,0.6118,val
472,0.0,2816,0.9795336723327636,0.6328125,train
473,1.0,2823,1.173460841178894,0.609375,train
474,2.0,2830,1.0063432455062866,0.640625,train
475,3.0,2837,1.2136732339859009,0.5546875,train
476,4.0,2844,1.001538634300232,0.5703125,train
477,5.0,2847,1.5385151147842406,0.493,val
478,6.0,2851,1.2015807628631592,0.5703125,train
479,7.0,2858,1.1113160848617554,0.6015625,train
480,8.0,2865,1.2502421140670776,0.578125,train
481,9.0,2872,1.0406959056854248,0.671875,train
482,10.0,2879,0.9439789652824402,0.6328125,train
483,11.0,2886,1.405603289604187,0.484375,train
484,12.0,2886,1.3704519510269164,0.515,val
485,13.0,2893,1.1651467084884644,0.5703125,train
486,14.0,2900,1.142362117767334,0.546875,train
487,15.0,2907,1.1263365745544434,0.6171875,train
488,16.0,2914,1.242115139961243,0.6015625,train
489,17.0,2921,1.1975724697113037,0.59375,train
490,18.0,2925,1.1195279359817505,0.6042,val
491,19.0,2928,1.1545242071151731,0.5703125,train
492,20.0,2935,1.0134241580963137,0.6796875,train
493,21.0,2942,1.0823286771774292,0.609375,train
494,22.0,2949,1.056884527206421,0.6171875,train
495,23.0,2956,1.1109492778778076,0.65625,train
496,24.0,2963,1.1110514402389526,0.6015625,train
497,25.0,2964,1.0918272256851196,0.614,val
498,26.0,2970,1.2897790670394895,0.53125,train
499,27.0,2977,1.106770396232605,0.609375,train
500,28.0,2984,1.0534416437149048,0.6328125,train
501,29.0,2991,1.0547488927841189,0.59375,train
502,30.0,2998,1.0229071378707886,0.625,train
503,31.0,3003,1.0830872297286986,0.6086,val
504,32.0,3005,0.9779210686683656,0.65625,train
505,33.0,3012,1.1581730842590332,0.5234375,train
506,34.0,3019,1.024722695350647,0.6328125,train
507,35.0,3026,1.0395734310150146,0.5859375,train
508,36.0,3033,0.9318966269493104,0.65625,train
509,37.0,3040,1.1114081144332886,0.625,train
510,38.0,3042,1.2210069656372071,0.5752,val
511,39.0,3047,1.081026315689087,0.6328125,train
512,40.0,3054,1.1271827220916748,0.5703125,train
513,41.0,3061,1.0266543626785278,0.65625,train
514,42.0,3068,1.01050066947937,0.6484375,train
515,43.0,3075,0.9573861956596376,0.6640625,train
516,44.0,3081,1.198398232460022,0.5958,val
517,45.0,3082,1.057619571685791,0.6171875,train
518,46.0,3089,0.959567666053772,0.625,train
519,47.0,3096,1.12627911567688,0.5703125,train
520,48.0,3103,1.176982045173645,0.5859375,train
521,49.0,3110,0.9968075156211852,0.640625,train
522,50.0,3117,1.168040752410889,0.5703125,train
523,51.0,3120,1.2792812585830688,0.557,val
524,52.0,3124,0.911227524280548,0.6953125,train
525,53.0,3131,1.219204664230347,0.59375,train
526,54.0,3138,1.127806544303894,0.59375,train
527,55.0,3145,1.0448118448257446,0.59375,train
528,56.0,3152,1.173957347869873,0.5859375,train
529,57.0,3159,1.0658084154129028,0.609375,train
530,58.0,3159,1.064415407180786,0.6106,val
531,0.0,3167,0.9280786514282228,0.640625,train
532,1.0,3174,0.9850542545318604,0.6328125,train
533,2.0,3181,1.206287145614624,0.5546875,train
534,3.0,3188,0.8913925886154175,0.671875,train
535,4.0,3195,1.0026098489761353,0.609375,train
536,5.0,3198,1.2882568836212158,0.5494,val
537,6.0,3202,0.93727308511734,0.6328125,train
538,7.0,3209,1.0747321844100952,0.59375,train
539,8.0,3216,1.0744973421096802,0.5859375,train
540,9.0,3223,1.010250449180603,0.6484375,train
541,10.0,3230,1.0912083387374878,0.5859375,train
542,11.0,3237,0.9311763644218444,0.609375,train
543,12.0,3237,1.137623119354248,0.605,val
544,13.0,3244,1.3210279941558838,0.4921875,train
545,14.0,3251,0.9319790601730348,0.640625,train
546,15.0,3258,1.0392520427703855,0.5859375,train
547,16.0,3265,1.141789436340332,0.5390625,train
548,17.0,3272,1.1766706705093384,0.640625,train
549,18.0,3276,1.1697360515594482,0.5766,val
550,19.0,3279,1.1488230228424072,0.5703125,train
551,20.0,3286,1.0773825645446775,0.578125,train
552,21.0,3293,1.1830788850784302,0.5703125,train
553,22.0,3300,1.0471580028533936,0.640625,train
554,23.0,3307,0.8483334183692932,0.7109375,train
555,24.0,3314,1.1352479457855225,0.5546875,train
556,25.0,3315,1.102126121520996,0.6186,val
557,26.0,3321,1.098198413848877,0.625,train
558,27.0,3328,1.0715479850769043,0.640625,train
559,28.0,3335,1.1558130979537964,0.6015625,train
560,29.0,3342,1.0070215463638306,0.6484375,train
561,30.0,3349,0.9781721830368042,0.640625,train
562,31.0,3354,1.095509910583496,0.615,val
563,32.0,3356,0.9074140191078186,0.6953125,train
